action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,12158603,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2cc(-n3cncn3)cc(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '16.94', 'le': '0.31', 'lle': '4.62', 'sei': '6.80'}",CHEMBL2178273,,CHEMBL2178273,8.99,0,http://www.openphacts.org/units/Nanomolar,1751128,=,1,1,=,,IC50,nM,,1.03,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,1.03
,,12158604,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(-n4cc(-c5cnc6[nH]ncc6c5)nn4)c3)cc(C(F)(F)F)c2)cn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '16.15', 'le': '0.30', 'lle': '3.50', 'sei': '7.37'}",CHEMBL2178272,,CHEMBL2178272,8.78,0,http://www.openphacts.org/units/Nanomolar,1751127,=,1,1,=,,IC50,nM,,1.66,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,1.66
,,12158605,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3C[C@H]4CN(C)C[C@H]4C3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '15.60', 'le': '0.29', 'lle': '4.61', 'sei': '8.70'}",CHEMBL2178271,,CHEMBL2178271,9.39,0,http://www.openphacts.org/units/Nanomolar,1751126,=,1,1,=,,IC50,nM,,0.41,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,0.41
,,12158606,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCC(N(C)C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '15.71', 'le': '0.29', 'lle': '4.17', 'sei': '8.79'}",CHEMBL2178270,,CHEMBL2178270,9.48,0,http://www.openphacts.org/units/Nanomolar,1751125,=,1,1,=,,IC50,nM,,0.33,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,0.33
,,12158607,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCC(N4CCN(C)CC4)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '14.09', 'le': '0.26', 'lle': '4.28', 'sei': '8.36'}",CHEMBL2178269,,CHEMBL2178269,9.28,0,http://www.openphacts.org/units/Nanomolar,1751124,=,1,1,=,,IC50,nM,,0.52,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,0.52
,,12158608,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '15.85', 'le': '0.30', 'lle': '4.43', 'sei': '8.67'}",CHEMBL2178268,,CHEMBL2178268,9.35,0,http://www.openphacts.org/units/Nanomolar,1751123,=,1,1,=,,IC50,nM,,0.45,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,0.45
,,12158609,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCOCC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '15.73', 'le': '0.29', 'lle': '4.23', 'sei': '7.77'}",CHEMBL2178267,,CHEMBL2178267,8.85,0,http://www.openphacts.org/units/Nanomolar,1751122,=,1,1,=,,IC50,nM,,1.42,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,1.42
,,12158610,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCCCC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '15.33', 'le': '0.29', 'lle': '2.82', 'sei': '8.21'}",CHEMBL2177650,,CHEMBL2177650,8.59,0,http://www.openphacts.org/units/Nanomolar,1750404,=,1,1,=,,IC50,nM,,2.56,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,2.56
,,12158611,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CC[C@@H](N(C)C)C3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '15.85', 'le': '0.30', 'lle': '4.43', 'sei': '8.67'}",CHEMBL2177649,,CHEMBL2177649,9.35,0,http://www.openphacts.org/units/Nanomolar,1750403,=,1,1,=,,IC50,nM,,0.45,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,0.45
,,12158612,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '15.75', 'le': '0.29', 'lle': '4.36', 'sei': '8.61'}",CHEMBL2177648,,CHEMBL2177648,9.28,0,http://www.openphacts.org/units/Nanomolar,1750402,=,1,1,=,,IC50,nM,,0.52,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,0.52
,,12158613,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCCC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '16.73', 'le': '0.31', 'lle': '3.76', 'sei': '8.74'}",CHEMBL2177647,,CHEMBL2177647,9.14,0,http://www.openphacts.org/units/Nanomolar,1750401,=,1,1,=,,IC50,nM,,0.72,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,0.72
,,12158614,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]nc(C)c3c2)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '15.75', 'le': '0.29', 'lle': '4.44', 'sei': '8.61'}",CHEMBL2177646,,CHEMBL2177646,9.28,0,http://www.openphacts.org/units/Nanomolar,1750400,=,1,1,=,,IC50,nM,,0.52,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,0.52
,,12158615,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '16.02', 'le': '0.30', 'lle': '4.69', 'sei': '8.55'}",CHEMBL2177645,,CHEMBL2177645,9.22,0,http://www.openphacts.org/units/Nanomolar,1750399,=,1,1,=,,IC50,nM,,0.6,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,0.6
,,12158616,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2ccc3[nH]ncc3c2)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '13.49', 'le': '0.25', 'lle': '2.61', 'sei': '8.16'}",CHEMBL2177644,,CHEMBL2177644,7.75,0,http://www.openphacts.org/units/Nanomolar,1750398,=,1,1,=,,IC50,nM,,17.8,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,17.8
,,12158617,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2ccc3[nH]ccc3c2)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '11.37', 'le': '0.21', 'lle': '0.78', 'sei': '7.94'}",CHEMBL2177643,,CHEMBL2177643,6.52,0,http://www.openphacts.org/units/Nanomolar,1750397,=,1,1,=,,IC50,nM,,302.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,302.0
,,12158618,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ccc3c2)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '15.94', 'le': '0.30', 'lle': '4.02', 'sei': '9.65'}",CHEMBL2177642,,CHEMBL2177642,9.16,0,http://www.openphacts.org/units/Nanomolar,1750396,=,1,1,=,,IC50,nM,,0.69,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,0.69
,,12158619,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3ncnn3c2)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '13.26', 'le': '0.25', 'lle': '3.95', 'sei': '6.99'}",CHEMBL2177641,,CHEMBL2177641,7.65,0,http://www.openphacts.org/units/Nanomolar,1750395,=,1,1,=,,IC50,nM,,22.6,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,22.6
,,12158620,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc(N3CCCCC3)nc2)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '9.34', 'le': '0.18', 'lle': '0.75', 'sei': '6.07'}",CHEMBL2177640,,CHEMBL2177640,5.79,0,http://www.openphacts.org/units/Nanomolar,1750394,=,1,1,=,,IC50,nM,,1629.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,1629.0
,,12158621,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc(NCc3ccccc3)nc2)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '12.03', 'le': '0.22', 'lle': '2.06', 'sei': '7.41'}",CHEMBL2177639,,CHEMBL2177639,7.72,0,http://www.openphacts.org/units/Nanomolar,1750393,=,1,1,=,,IC50,nM,,19.1,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,19.1
,,12158622,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc(NC3CCCCC3)nc2)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '12.45', 'le': '0.23', 'lle': '2.09', 'sei': '7.58'}",CHEMBL2177638,,CHEMBL2177638,7.89,0,http://www.openphacts.org/units/Nanomolar,1750392,=,1,1,=,,IC50,nM,,12.8,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,12.8
,,12158623,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc(NC(C)C)nc2)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '13.85', 'le': '0.26', 'lle': '3.35', 'sei': '7.90'}",CHEMBL2177637,,CHEMBL2177637,8.22,0,http://www.openphacts.org/units/Nanomolar,1750391,=,1,1,=,,IC50,nM,,5.96,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,5.96
,,12158624,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc(NC3CC3)nc2)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '15.20', 'le': '0.29', 'lle': '4.37', 'sei': '8.64'}",CHEMBL2177636,,CHEMBL2177636,9.00,0,http://www.openphacts.org/units/Nanomolar,1750390,=,1,1,=,,IC50,nM,,1.01,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,1.01
,,12158625,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,CCNc1ncc(-c2cn(-c3cc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)nn2)cn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '15.40', 'le': '0.29', 'lle': '4.45', 'sei': '8.58'}",CHEMBL2177635,,CHEMBL2177635,8.93,0,http://www.openphacts.org/units/Nanomolar,1750389,=,1,1,=,,IC50,nM,,1.18,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,1.18
,,12158626,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,CNc1ncc(-c2cn(-c3cc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)nn2)cn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '16.39', 'le': '0.31', 'lle': '5.18', 'sei': '8.90'}",CHEMBL2177634,,CHEMBL2177634,9.27,0,http://www.openphacts.org/units/Nanomolar,1750388,=,1,1,=,,IC50,nM,,0.54,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,0.54
,,12158627,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc(N)nc2)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '16.51', 'le': '0.31', 'lle': '5.48', 'sei': '7.71'}",CHEMBL2177633,,CHEMBL2177633,9.11,0,http://www.openphacts.org/units/Nanomolar,1750387,=,1,1,=,,IC50,nM,,0.78,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,0.78
,,12158628,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3ccccn23)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '16.16', 'le': '0.30', 'lle': '4.37', 'sei': '11.11'}",CHEMBL2177632,,CHEMBL2177632,9.28,0,http://www.openphacts.org/units/Nanomolar,1750386,=,1,1,=,,IC50,nM,,0.52,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,0.52
,,12158629,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnn3cccnc23)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '15.02', 'le': '0.28', 'lle': '4.35', 'sei': '8.96'}",CHEMBL2177631,,CHEMBL2177631,8.65,0,http://www.openphacts.org/units/Nanomolar,1750385,=,1,1,=,,IC50,nM,,2.25,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,2.25
,,12158630,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3ncccn23)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '14.70', 'le': '0.28', 'lle': '4.16', 'sei': '8.77'}",CHEMBL2177630,,CHEMBL2177630,8.46,0,http://www.openphacts.org/units/Nanomolar,1750384,=,1,1,=,,IC50,nM,,3.44,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,3.44
,,12158631,[],CHEMBL2186859,Inhibition of wild type Bcr-Abl using Tyr2 peptide as substrate after 2 hrs by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3cccnn23)nn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '14.89', 'le': '0.28', 'lle': '4.27', 'sei': '8.89'}",CHEMBL2177629,,CHEMBL2177629,8.57,0,http://www.openphacts.org/units/Nanomolar,1750383,=,1,1,=,,IC50,nM,,2.67,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,2.67
,,12158632,[],CHEMBL2186858,Inhibition of wild type Bcr-Abl,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(Nc2ncc3c(n2)N(C)C(=O)N(c2cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc2C)C3)cn1,,,CHEMBL2176963,J Med Chem,2012,"{'bei': '16.26', 'le': '0.30', 'lle': '2.82', 'sei': '8.61'}",CHEMBL1214141,,CHEMBL1214141,8.90,0,http://www.openphacts.org/units/Nanomolar,1750382,=,1,1,=,,IC50,nM,,1.25,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,1.25
,,12716050,[],CHEMBL2350822,Inhibition of BCR/ABL (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCNCC4)c3)ncc2C#N)s1,,,CHEMBL2346630,J Med Chem,2013,,CHEMBL2312185,,CHEMBL2312185,,0,http://www.openphacts.org/units/Nanomolar,1876713,>,1,1,>,,IC50,nM,,5000.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,5000.0
,,13280028,[],CHEMBL2378944,Inhibition of Bcr-Abl kinase (unknown origin) after 30 mins by HTRF assay,B,,,BAO_0000190,BAO_0000224,protein format,COc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,,,CHEMBL2375324,Bioorg Med Chem,2013,"{'bei': '11.57', 'le': '0.22', 'lle': '-0.18', 'sei': '6.05'}",CHEMBL2375890,,CHEMBL2375890,5.38,0,http://www.openphacts.org/units/Nanomolar,1890166,=,1,1,=,,IC50,nM,,4125.31,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,4125.31
,,13280029,[],CHEMBL2378944,Inhibition of Bcr-Abl kinase (unknown origin) after 30 mins by HTRF assay,B,,,BAO_0000190,BAO_0000224,protein format,COc1ccc(C(=O)Nc2ccncc2)cc1Nc1nccc(-c2cccnc2)n1,,,CHEMBL2375324,Bioorg Med Chem,2013,"{'bei': '13.95', 'le': '0.25', 'lle': '1.62', 'sei': '5.46'}",CHEMBL2375898,,CHEMBL2375898,5.56,0,http://www.openphacts.org/units/Nanomolar,1890174,=,1,1,=,,IC50,nM,,2754.9,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,2754.9
,,13280030,[],CHEMBL2378944,Inhibition of Bcr-Abl kinase (unknown origin) after 30 mins by HTRF assay,B,,,BAO_0000190,BAO_0000224,protein format,COc1ccc(C(=O)Nc2ccc(OCCN3CCCCC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,,,CHEMBL2375324,Bioorg Med Chem,2013,"{'bei': '11.35', 'le': '0.21', 'lle': '0.54', 'sei': '5.87'}",CHEMBL2375975,,CHEMBL2375975,5.96,0,http://www.openphacts.org/units/Nanomolar,1890277,=,1,1,=,,IC50,nM,,1110.42,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,1110.42
,,13280031,[],CHEMBL2378944,Inhibition of Bcr-Abl kinase (unknown origin) after 30 mins by HTRF assay,B,,,BAO_0000190,BAO_0000224,protein format,COc1ccc(C(=O)Nc2ccc(OCCN3CCCC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,,,CHEMBL2375324,Bioorg Med Chem,2013,"{'bei': '12.64', 'le': '0.23', 'lle': '1.44', 'sei': '6.36'}",CHEMBL2375974,,CHEMBL2375974,6.46,0,http://www.openphacts.org/units/Nanomolar,1890276,=,1,1,=,,IC50,nM,,350.08,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,350.08
,,13280032,[],CHEMBL2378944,Inhibition of Bcr-Abl kinase (unknown origin) after 30 mins by HTRF assay,B,,,BAO_0000190,BAO_0000224,protein format,COc1ccc(C(=O)Nc2nccs2)cc1Nc1nccc(-c2cccnc2)n1,,,CHEMBL2375324,Bioorg Med Chem,2013,"{'bei': '16.15', 'le': '0.31', 'lle': '2.53', 'sei': '6.41'}",CHEMBL2375901,,CHEMBL2375901,6.53,0,http://www.openphacts.org/units/Nanomolar,1890177,=,1,1,=,,IC50,nM,,294.34,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,294.34
,,13280039,[],CHEMBL2378944,Inhibition of Bcr-Abl kinase (unknown origin) after 30 mins by HTRF assay,B,,,BAO_0000190,BAO_0000224,protein format,COc1ccc(C(=O)Nc2ccc(OCCN3CCOCC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,,,CHEMBL2375324,Bioorg Med Chem,2013,"{'bei': '13.67', 'le': '0.25', 'lle': '2.95', 'sei': '6.50'}",CHEMBL2375976,,CHEMBL2375976,7.20,0,http://www.openphacts.org/units/Nanomolar,1890278,=,1,1,=,,IC50,nM,,63.31,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,63.31
,,13280042,[],CHEMBL2378944,Inhibition of Bcr-Abl kinase (unknown origin) after 30 mins by HTRF assay,B,,,BAO_0000190,BAO_0000224,protein format,COc1ccc(C(=O)Nc2cccc(Cl)c2)cc1Nc1nccc(-c2cccnc2)n1,,,CHEMBL2375324,Bioorg Med Chem,2013,"{'bei': '17.27', 'le': '0.33', 'lle': '2.26', 'sei': '8.38'}",CHEMBL2375895,,CHEMBL2375895,7.46,0,http://www.openphacts.org/units/Nanomolar,1890171,=,1,1,=,,IC50,nM,,34.77,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,34.77
